,ECON101_grade,ENGLISH125_grade,DATASCI306_grade,MATH217_grade,STATS250_grade,EECS545_grade
15956,,,,,B+,
15957,,,,,B-,
15958,,,,,B,
15959,,,,,B,
15960,,,,,C+,
15961,,,,,C+,
15962,,,,,C+,
15963,,,,,B+,
15964,,,,,B-,
15965,,,,,A+,
15966,,,,,A-,
15967,,,,,B-,
15968,,,,,D+,
15969,,,,,D+,
15970,,,,,A,
15971,,,,,A-,
15972,,,,,C,
15973,,,,,A-,
15974,,,,,A,
15975,,,,,B,
15976,,,,,A-,
15977,,,,,A-,
15978,,,,,D+,
15979,,,,,B,
15980,,,,,A-,
15981,,,,,C-,
15982,,,,,B+,
15983,,,,,A-,
15984,,,,,B,
15985,,,,,B+,
15986,,,,,A,
15987,,,,,C-,
15988,,,,,B+,
15989,,,,,B,
15990,,,,,B,
15991,,,,,C-,
15992,,,,,A-,
15993,,,,,B+,
15994,,,,,A-,
15995,,,,,A-,
15996,,,,,A,
15997,,,,,A,
15998,,,,,A,
15999,,,,,B,
16000,,,,,B+,
16001,,,,,D-,
16002,,,,,A+,
16003,,,,,A,
16004,,,,,B+,
16005,,,,,A-,
16006,,,,,C,
16007,,,,,A-,
16008,,,,,A-,
16009,,,,,C-,
16010,,,,,B,
16011,,,,,C-,
16012,,,,,B,
16013,,,,,B,
16014,,,,,A-,
16015,,,,,B,
16016,,,,,B-,
16017,,,,,A+,
16018,,,,,A,
16019,,,,,A-,
16020,,,,,C+,
16021,,,,,A-,
16022,,,,,A,
16023,,,,,B,
16024,,,,,B-,
16025,,,,,B+,
16026,,,,,B-,
16027,,,,,A-,
16028,,,,,B-,
16029,,,,,C+,
16030,,,,,B,
16031,,,,,A-,
16032,,,,,B,
16033,,,,,E,
16034,,,,,A-,
16035,,,,,B,
16036,,,,,A-,
16037,,,,,C-,
16038,,,,,C-,
16039,,,,,A,
16040,,,,,C,
16041,,,,,B,
16042,,,,,A,
16043,,,,,A,
16044,,,,,B,
16045,,,,,B,
16046,,,,,A,
16047,,,,,A,
16048,,,,,A-,
16049,,,,,B+,
16050,,,,,B,
16051,,,,,B-,
16052,,,,,C,
16053,,,,,B+,
16054,,,,,C-,
16055,,,,,A-,
16056,,,,,C+,
16057,,,,,A+,
16058,,,,,A-,
16059,,,,,D-,
16060,,,,,B+,
16061,,,,,C+,
16062,,,,,A-,
16063,,,,,D+,
16064,,,,,B,
16065,,,,,A-,
16066,,,,,A,
16067,,,,,C-,
16068,,,,,A-,
16069,,,,,A-,
16070,,,,,A-,
16071,,,,,A,
16072,,,,,A-,
16073,,,,,D+,
16074,,,,,B-,
16075,,,,,B-,
16076,,,,,B,
16077,,,,,D+,
16078,,,,,C,
16079,,,,,B+,
16080,,,,,C+,
16081,,,,,B,
16082,,,,,A+,
16083,,,,,A-,
16084,,,,,B+,
16085,,,,,C,
16086,,,,,A,
16087,,,,,B,
16088,,,,,B+,
16089,,,,,C+,
16090,,,,,C-,
16091,,,,,B,
16092,,,,,B,
16093,,,,,C,
16094,,,,,B-,
16095,,,,,B+,
16096,,,,,B-,
16097,,,,,C+,
16098,,,,,C,
16099,,,,,A-,
16100,,,,,C,
16101,,,,,A-,
16102,,,,,A,
16103,,,,,A-,
16104,,,,,B+,
16105,,,,,B+,
16106,,,,,B-,
16107,,,,,C+,
16108,,,,,A,
16109,,,,,A-,
16110,,,,,B,
16111,,,,,A-,
16112,,,,,B,
16113,,,,,A-,
16114,,,,,C-,
16115,,,,,A,
16116,,,,,C,
16117,,,,,C,
16118,,,,,B-,
16119,,,,,B,
16120,,,,,B+,
16121,,,,,B-,
16122,,,,,B,
16123,,,,,B,
16124,,,,,B,
16125,,,,,B-,
16126,,,,,B-,
16127,,,,,A,
16128,,,,,A-,
16129,,,,,B-,
16130,,,,,D,
16131,,,,,A-,
16132,,,,,A,
16133,,,,,A,
16134,,,,,B,
16135,,,,,B,
16136,,,,,A,
16137,,,,,B+,
16138,,,,,B-,
16139,,,,,B+,
16140,,,,,B-,
16141,,,,,B+,
16142,,,,,B-,
16143,,,,,B-,
16144,,,,,E,
16145,,,,,B+,
16146,,,,,B-,
16147,,,,,A-,
16148,,,,,B+,
16149,,,,,B,
16150,,,,,B+,
16151,,,,,A,
16152,,,,,B+,
16153,,,,,C+,
16154,,,,,B-,
16155,,,,,B,
16156,,,,,B,
16157,,,,,B+,
16158,,,,,B,
16159,,,,,C-,
16160,,,,,A-,
16161,,,,,C,
16162,,,,,C+,
16163,,,,,A-,
16164,,,,,A,
16165,,,,,B-,
16166,,,,,C+,
16167,,,,,B,
16168,,,,,A,
16169,,,,,A,
16170,,,,,C,
16171,,,,,B+,
16172,,,,,A-,
16173,,,,,C+,
16174,,,,,C,
16175,,,,,A-,
16176,,,,,B,
16177,,,,,B-,
16178,,,,,A,
16179,,,,,B-,
16180,,,,,C+,
16181,,,,,A-,
16182,,,,,D+,
16183,,,,,C+,
16184,,,,,B-,
16185,,,,,A,
16186,,,,,C+,
16187,,,,,C+,
16188,,,,,A,
16189,,,,,A-,
16190,,,,,C,
16191,,,,,B+,
16192,,,,,B+,
16193,,,,,A-,
16194,,,,,B+,
16195,,,,,A,
16196,,,,,B,
16197,,,,,A-,
16198,,,,,A-,
16199,,,,,B-,
16200,,,,,C,
16201,,,,,B-,
16202,,,,,E,
16203,,,,,C+,
16204,,,,,A-,
16205,,,,,C+,
16206,,,,,E,
16207,,,,,A-,
16208,,,,,B+,
16209,,,,,B+,
16210,,,,,A+,
16211,,,,,A,
16212,,,,,A-,
16213,,,,,D+,
16214,,,,,B,
16215,,,,,A-,
16216,,,,,B,
16217,,,,,A-,
16218,,,,,C-,
16219,,,,,A-,
16220,,,,,A-,
16221,,,,,C-,
16222,,,,,B,
16223,,,,,B-,
16224,,,,,B+,
16225,,,,,A-,
16226,,,,,C+,
16227,,,,,B,
16228,,,,,A,
16229,,,,,B-,
16230,,,,,B-,
16231,,,,,A,
16232,,,,,A+,
16233,,,,,B+,
16234,,,,,A,
16235,,,,,C+,
16236,,,,,B,
16237,,,,,B,
16238,,,,,B,
16239,,,,,B,
16240,,,,,B-,
16241,,,,,B-,
16242,,,,,A-,
16243,,,,,A-,
16244,,,,,B+,
16245,,,,,B+,
16246,,,,,A,
16247,,,,,B,
16248,,,,,A,
16249,,,,,B+,
16250,,,,,A-,
16251,,,,,C,
16252,,,,,B+,
16253,,,,,A,
16254,,,,,B-,
16255,,,,,E,
16256,,,,,B-,
16257,,,,,B+,
16258,,,,,C-,
16259,,,,,A,
16260,,,,,B-,
16261,,,,,C+,
16262,,,,,B,
16263,,,,,C+,
16264,,,,,C,
16265,,,,,A-,
16266,,,,,B+,
16267,,,,,A,
16268,,,,,C+,
16269,,,,,B+,
16270,,,,,C-,
16271,,,,,B+,
16272,,,,,A+,
16273,,,,,D,
16274,,,,,A-,
16275,,,,,C+,
16276,,,,,A,
16277,,,,,B-,
16278,,,,,B+,
16279,,,,,A+,
16280,,,,,A-,
16281,,,,,A-,
16282,,,,,B-,
16283,,,,,D-,
16284,,,,,B+,
16285,,,,,A-,
16286,,,,,B,
16287,,,,,A-,
16288,,,,,A+,
16289,,,,,C+,
16290,,,,,B+,
16291,,,,,B,
16292,,,,,D+,
16293,,,,,B,
16294,,,,,B+,
16295,,,,,A-,
16296,,,,,A,
16297,,,,,A-,
16298,,,,,A-,
16299,,,,,C+,
16300,,,,,A-,
16301,,,,,A,
16302,,,,,D-,
16303,,,,,C+,
16304,,,,,B,
16305,,,,,A+,
16306,,,,,C+,
16307,,,,,B,
16308,,,,,B-,
16309,,,,,A-,
16310,,,,,D+,
16311,,,,,C+,
16312,,,,,B+,
16313,,,,,A,
16314,,,,,B,
16315,,,,,B-,
16316,,,,,B-,
16317,,,,,B+,
16318,,,,,B,
16319,,,,,A,
16320,,,,,B+,
16321,,,,,B,
16322,,,,,A+,
16323,,,,,B+,
16324,,,,,A-,
16325,,,,,C+,
16326,,,,,C+,
16327,,,,,B,
16328,,,,,A+,
16329,,,,,B-,
16330,,,,,B-,
16331,,,,,A,
16332,,,,,A-,
16333,,,,,C+,
16334,,,,,A-,
16335,,,,,C,
16336,,,,,A-,
16337,,,,,B-,
16338,,,,,D+,
16339,,,,,A-,
16340,,,,,B,
16341,,,,,A-,
16342,,,,,B+,
16343,,,,,B+,
16344,,,,,C,
16345,,,,,A-,
16346,,,,,A,
16347,,,,,A+,
16348,,,,,A,
16349,,,,,A-,
16350,,,,,B,
16351,,,,,B,
16352,,,,,A,
16353,,,,,A,
16354,,,,,B+,
16355,,,,,C+,
16356,,,,,B-,
16357,,,,,C-,
16358,,,,,A-,
16359,,,,,B-,
16360,,,,,C+,
16361,,,,,A,
16362,,,,,B+,
16363,,,,,C-,
16364,,,,,A,
16365,,,,,B-,
16366,,,,,B+,
16367,,,,,C+,
16368,,,,,B,
16369,,,,,A+,
16370,,,,,C-,
16371,,,,,A,
16372,,,,,B+,
16373,,,,,B,
16374,,,,,B-,
16375,,,,,B,
16376,,,,,A+,
16377,,,,,A,
16378,,,,,E,
16379,,,,,C-,
16380,,,,,C+,
16381,,,,,C-,
16382,,,,,B+,
16383,,,,,C+,
16384,,,,,B,
16385,,,,,C,
16386,,,,,B,
16387,,,,,A,
16388,,,,,A-,
16389,,,,,B,
16390,,,,,C-,
16391,,,,,A-,
16392,,,,,B+,
16393,,,,,B-,
16394,,,,,B+,
16395,,,,,B+,
16396,,,,,A-,
16397,,,,,B+,
16398,,,,,B,
16399,,,,,B-,
16400,,,,,B,
16401,,,,,B-,
16402,,,,,C+,
16403,,,,,A-,
16404,,,,,B-,
16405,,,,,D+,
16406,,,,,A,
16407,,,,,A-,
16408,,,,,A+,
16409,,,,,C,
16410,,,,,A-,
16411,,,,,B+,
16412,,,,,C-,
16413,,,,,B,
16414,,,,,A-,
16415,,,,,E,
16416,,,,,A-,
16417,,,,,B,
16418,,,,,B-,
16419,,,,,B-,
16420,,,,,B,
16421,,,,,C+,
16422,,,,,C,
16423,,,,,C-,
16424,,,,,A+,
16425,,,,,B+,
16426,,,,,B,
16427,,,,,B-,
16428,,,,,A-,
16429,,,,,B+,
16430,,,,,B+,
16431,,,,,B+,
16432,,,,,B+,
16433,,,,,A+,
16434,,,,,A,
16435,,,,,A-,
16436,,,,,B-,
16437,,,,,B,
16438,,,,,D,
16439,,,,,B+,
16440,,,,,A,
16441,,,,,A,
16442,,,,,A,
16443,,,,,B-,
16444,,,,,B,
16445,,,,,A,
16446,,,,,A,
16447,,,,,C+,
16448,,,,,C+,
16449,,,,,B-,
16450,,,,,A,
16451,,,,,C,
16452,,,,,B,
16453,,,,,C-,
16454,,,,,D-,
16455,,,,,A-,
16456,,,,,B+,
16457,,,,,B-,
16458,,,,,C,
16459,,,,,A,
16460,,,,,A,
16461,,,,,B-,
16462,,,,,A-,
16463,,,,,A-,
16464,,,,,C+,
16465,,,,,E,
16466,,,,,C+,
16467,,,,,B-,
16468,,,,,B+,
16469,,,,,C,
16470,,,,,A,
16471,,,,,C,
16472,,,,,A-,
16473,,,,,C,
16474,,,,,B-,
16475,,,,,C+,
16476,,,,,C,
16477,,,,,B-,
16478,,,,,A-,
16479,,,,,A,
16480,,,,,B,
16481,,,,,B+,
16482,,,,,B+,
16483,,,,,C,
16484,,,,,C-,
16485,,,,,A+,
16486,,,,,A-,
16487,,,,,A,
16488,,,,,A-,
16489,,,,,A,
16490,,,,,A-,
16491,,,,,A-,
16492,,,,,A-,
16493,,,,,A,
16494,,,,,C+,
16495,,,,,B,
16496,,,,,A-,
16497,,,,,A,
16498,,,,,C-,
16499,,,,,A,
16500,,,,,B,
16501,,,,,C+,
16502,,,,,A+,
16503,,,,,B-,
16504,,,,,B-,
16505,,,,,A+,
16506,,,,,B,
16507,,,,,B-,
16508,,,,,B,
16509,,,,,C-,
16510,,,,,A-,
16511,,,,,C,
16512,,,,,C,
16513,,,,,B,
16514,,,,,C+,
16515,,,,,B+,
16516,,,,,A-,
16517,,,,,B-,
16518,,,,,A,
16519,,,,,B+,
16520,,,,,A-,
16521,,,,,A,
16522,,,,,A+,
16523,,,,,C-,
16524,,,,,B,
16525,,,,,B,
16526,,,,,A-,
16527,,,,,C-,
16528,,,,,B,
16529,,,,,A-,
16530,,,,,B,
16531,,,,,A-,
16532,,,,,B-,
16533,,,,,B,
16534,,,,,B-,
16535,,,,,D+,
16536,,,,,B,
16537,,,,,A,
16538,,,,,B+,
16539,,,,,B,
16540,,,,,B+,
16541,,,,,A+,
16542,,,,,A,
16543,,,,,D+,
16544,,,,,A+,
16545,,,,,A+,
16546,,,,,B+,
16547,,,,,B-,
16548,,,,,C-,
16549,,,,,A+,
16550,,,,,B+,
16551,,,,,C+,
16552,,,,,B+,
16553,,,,,B-,
16554,,,,,C,
16555,,,,,A,
16556,,,,,A,
16557,,,,,A,
16558,,,,,B+,
16559,,,,,D,
16560,,,,,C+,
16561,,,,,B,
16562,,,,,A,
16563,,,,,C+,
16564,,,,,C-,
16565,,,,,B-,
16566,,,,,E,
16567,,,,,B,
16568,,,,,A-,
16569,,,,,C-,
16570,,,,,B+,
16571,,,,,C,
16572,,,,,B-,
16573,,,,,A-,
16574,,,,,B,
16575,,,,,C-,
16576,,,,,C+,
16577,,,,,B+,
16578,,,,,C+,
16579,,,,,B+,
16580,,,,,A+,
16581,,,,,B,
16582,,,,,B+,
16583,,,,,B+,
16584,,,,,B,
16585,,,,,B-,
16586,,,,,A-,
16587,,,,,C+,
16588,,,,,B+,
16589,,,,,B,
16590,,,,,A-,
16591,,,,,A,
16592,,,,,B,
16593,,,,,C+,
16594,,,,,A-,
16595,,,,,B-,
16596,,,,,C-,
16597,,,,,B,
16598,,,,,B-,
16599,,,,,A,
16600,,,,,A-,
16601,,,,,A-,
16602,,,,,A,
16603,,,,,A,
16604,,,,,A-,
16605,,,,,A-,
16606,,,,,E,
16607,,,,,B+,
16608,,,,,A-,
16609,,,,,C+,
16610,,,,,B,
16611,,,,,A-,
16612,,,,,A+,
16613,,,,,A,
16614,,,,,D,
16615,,,,,C+,
16616,,,,,A,
16617,,,,,C,
16618,,,,,B-,
16619,,,,,A-,
16620,,,,,D+,
16621,,,,,B-,
16622,,,,,B,
16623,,,,,C+,
16624,,,,,B,
16625,,,,,C+,
16626,,,,,B+,
16627,,,,,D,
16628,,,,,B+,
16629,,,,,B,
16630,,,,,A-,
16631,,,,,C-,
16632,,,,,A,
16633,,,,,B,
16634,,,,,A-,
16635,,,,,A-,
16636,,,,,B+,
16637,,,,,A-,
16638,,,,,B,
16639,,,,,A-,
16640,,,,,B-,
16641,,,,,C-,
16642,,,,,B,
16643,,,,,B-,
16644,,,,,B+,
16645,,,,,A,
16646,,,,,B-,
16647,,,,,A+,
16648,,,,,A-,
16649,,,,,C,
16650,,,,,A-,
16651,,,,,B-,
16652,,,,,D,
16653,,,,,C+,
16654,,,,,B,
16655,,,,,B,
16656,,,,,B,
16657,,,,,C+,
16658,,,,,A,
16659,,,,,A,
16660,,,,,A+,
16661,,,,,C+,
16662,,,,,A-,
16663,,,,,B-,
16664,,,,,D-,
16665,,,,,A-,
16666,,,,,A-,
16667,,,,,C+,
16668,,,,,A,
16669,,,,,A+,
16670,,,,,C,
16671,,,,,A-,
16672,,,,,C+,
16673,,,,,C+,
16674,,,,,A-,
16675,,,,,C+,
16676,,,,,A,
16677,,,,,C,
16678,,,,,A,
16679,,,,,B-,
16680,,,,,B-,
16681,,,,,A-,
16682,,,,,B-,
16683,,,,,A+,
16684,,,,,C,
16685,,,,,B,
16686,,,,,C+,
16687,,,,,C,
16688,,,,,A-,
16689,,,,,A,
16690,,,,,B-,
16691,,,,,A-,
16692,,,,,A-,
16693,,,,,B-,
16694,,,,,B+,
16695,,,,,B+,
16696,,,,,C+,
16697,,,,,B-,
16698,,,,,D-,
16699,,,,,B,
16700,,,,,A-,
16701,,,,,B+,
16702,,,,,B-,
16703,,,,,C+,
16704,,,,,C-,
16705,,,,,A,
16706,,,,,B,
16707,,,,,A-,
16708,,,,,A+,
16709,,,,,A+,
16710,,,,,C,
16711,,,,,A,
16712,,,,,A,
16713,,,,,B-,
16714,,,,,B,
16715,,,,,B+,
16716,,,,,B-,
16717,,,,,E,
16718,,,,,D-,
16719,,,,,B-,
16720,,,,,B+,
16721,,,,,A-,
16722,,,,,B-,
16723,,,,,A,
16724,,,,,A,
16725,,,,,C,
16726,,,,,B-,
16727,,,,,A-,
16728,,,,,D+,
16729,,,,,B,
16730,,,,,A,
16731,,,,,A-,
16732,,,,,B+,
16733,,,,,C+,
16734,,,,,C+,
16735,,,,,B-,
16736,,,,,B+,
16737,,,,,A-,
16738,,,,,B+,
16739,,,,,A-,
16740,,,,,B,
16741,,,,,E,
16742,,,,,A-,
16743,,,,,C-,
16744,,,,,A-,
16745,,,,,B+,
16746,,,,,B+,
16747,,,,,B,
16748,,,,,B+,
16749,,,,,A,
16750,,,,,B,
16751,,,,,A,
16752,,,,,B+,
16753,,,,,C,
16754,,,,,A+,
16755,,,,,A-,
16756,,,,,B,
16757,,,,,C+,
16758,,,,,A,
16759,,,,,A,
16760,,,,,B+,
16761,,,,,C,
16762,,,,,D,
16763,,,,,C+,
16764,,,,,B-,
16765,,,,,C-,
16766,,,,,B,
16767,,,,,C,
16768,,,,,C-,
16769,,,,,A-,
16770,,,,,B-,
16771,,,,,A-,
16772,,,,,E,
16773,,,,,B-,
16774,,,,,A-,
16775,,,,,A,
16776,,,,,B-,
16777,,,,,B+,
16778,,,,,A+,
16779,,,,,B,
16780,,,,,D+,
16781,,,,,A,
16782,,,,,B,
16783,,,,,A-,
16784,,,,,A,
16785,,,,,C-,
16786,,,,,C+,
16787,,,,,B+,
16788,,,,,B-,
16789,,,,,B-,
16790,,,,,C+,
16791,,,,,A,
16792,,,,,B-,
16793,,,,,B,
16794,,,,,E,
16795,,,,,C+,
16796,,,,,C,
16797,,,,,B+,
16798,,,,,B,
16799,,,,,C,
16800,,,,,A+,
16801,,,,,A-,
16802,,,,,A+,
16803,,,,,B-,
16804,,,,,A+,
16805,,,,,B+,
16806,,,,,A-,
16807,,,,,B+,
16808,,,,,B-,
16809,,,,,A-,
16810,,,,,A-,
16811,,,,,C+,
16812,,,,,A-,
16813,,,,,B,
16814,,,,,A-,
16815,,,,,A,
16816,,,,,E,
16817,,,,,A+,
16818,,,,,E,
16819,,,,,A-,
16820,,,,,D+,
16821,,,,,C+,
16822,,,,,A,
16823,,,,,C,
16824,,,,,B,
16825,,,,,A,
16826,,,,,B-,
16827,,,,,B-,
16828,,,,,B-,
16829,,,,,B+,
16830,,,,,C+,
16831,,,,,A,
16832,,,,,C+,
16833,,,,,B,
16834,,,,,C-,
16835,,,,,B+,
16836,,,,,B,
16837,,,,,A,
16838,,,,,B+,
16839,,,,,C+,
16840,,,,,B-,
16841,,,,,B+,
16842,,,,,A,
16843,,,,,C+,
16844,,,,,A,
16845,,,,,C,
16846,,,,,A-,
16847,,,,,A+,
16848,,,,,A,
16849,,,,,A-,
16850,,,,,C+,
16851,,,,,B,
16852,,,,,A,
16853,,,,,C-,
16854,,,,,A-,
16855,,,,,C+,
16856,,,,,A-,
16857,,,,,A-,
16858,,,,,C+,
16859,,,,,A-,
16860,,,,,A-,
16861,,,,,E,
16862,,,,,B+,
16863,,,,,C+,
16864,,,,,A-,
16865,,,,,A-,
16866,,,,,A-,
16867,,,,,C+,
16868,,,,,B+,
16869,,,,,B-,
16870,,,,,A,
16871,,,,,B+,
16872,,,,,A-,
16873,,,,,A-,
16874,,,,,C-,
16875,,,,,A,
16876,,,,,B,
16877,,,,,B+,
16878,,,,,C+,
16879,,,,,A,
16880,,,,,A-,
16881,,,,,E,
16882,,,,,B+,
16883,,,,,A-,
16884,,,,,C,
16885,,,,,A,
16886,,,,,D+,
16887,,,,,B,
16888,,,,,B+,
16889,,,,,A,
16890,,,,,B,
16891,,,,,A,
16892,,,,,C,
16893,,,,,A,
16894,,,,,B+,
16895,,,,,A,
16896,,,,,B-,
16897,,,,,B+,
16898,,,,,C-,
16899,,,,,A-,
16900,,,,,A-,
16901,,,,,B+,
16902,,,,,A+,
16903,,,,,C-,
16904,,,,,C+,
16905,,,,,B-,
16906,,,,,A-,
16907,,,,,A-,
16908,,,,,B+,
16909,,,,,B+,
16910,,,,,B-,
16911,,,,,A,
16912,,,,,C,
16913,,,,,B,
16914,,,,,D+,
16915,,,,,B+,
16916,,,,,B,
16917,,,,,B+,
16918,,,,,B,
16919,,,,,A,
16920,,,,,B-,
16921,,,,,A,
16922,,,,,A+,
16923,,,,,B-,
16924,,,,,A-,
16925,,,,,B-,
16926,,,,,B+,
16927,,,,,A-,
16928,,,,,B,
16929,,,,,B+,
16930,,,,,A,
16931,,,,,B,
16932,,,,,A+,
16933,,,,,B,
16934,,,,,A-,
16935,,,,,C+,
16936,,,,,B,
16937,,,,,A,
16938,,,,,D-,
16939,,,,,D+,
16940,,,,,A,
16941,,,,,B+,
16942,,,,,A,
16943,,,,,E,
16944,,,,,C+,
16945,,,,,B+,
16946,,,,,E,
16947,,,,,B-,
16948,,,,,A-,
16949,,,,,A-,
16950,,,,,B+,
16951,,,,,B+,
16952,,,,,B,
16953,,,,,B,
16954,,,,,B-,
16955,,,,,B+,
16956,,,,,B-,
16957,,,,,B+,
16958,,,,,C+,
16959,,,,,B,
16960,,,,,C,
16961,,,,,C+,
16962,,,,,A,
16963,,,,,A,
16964,,,,,B,
16965,,,,,A-,
16966,,,,,A,
16967,,,,,B,
16968,,,,,B-,
16969,,,,,C,
16970,,,,,C+,
16971,,,,,A-,
16972,,,,,A+,
16973,,,,,B,
16974,,,,,A,
16975,,,,,B-,
16976,,,,,A,
16977,,,,,A+,
16978,,,,,A,
16979,,,,,A-,
16980,,,,,B,
16981,,,,,D-,
16982,,,,,D-,
16983,,,,,B+,
16984,,,,,B-,
16985,,,,,A,
16986,,,,,D,
16987,,,,,B,
16988,,,,,E,
16989,,,,,A-,
16990,,,,,A,
16991,,,,,C+,
16992,,,,,C+,
16993,,,,,B-,
16994,,,,,A-,
16995,,,,,A-,
16996,,,,,A+,
16997,,,,,A,
16998,,,,,D+,
16999,,,,,A,
17000,,,,,A-,
17001,,,,,A,
17002,,,,,C,
17003,,,,,B+,
17004,,,,,E,
17005,,,,,B+,
17006,,,,,B-,
17007,,,,,A-,
17008,,,,,A,
17009,,,,,C-,
17010,,,,,B-,
17011,,,,,C,
17012,,,,,E,
17013,,,,,A-,
17014,,,,,B-,
17015,,,,,B+,
17016,,,,,B,
17017,,,,,A,
17018,,,,,B,
17019,,,,,A-,
17020,,,,,A-,
17021,,,,,B-,
17022,,,,,A,
17023,,,,,A-,
17024,,,,,B-,
17025,,,,,A-,
17026,,,,,A-,
17027,,,,,A,
17028,,,,,B-,
17029,,,,,D+,
17030,,,,,A,
17031,,,,,B,
17032,,,,,A-,
17033,,,,,B+,
17034,,,,,B,
17035,,,,,A-,
17036,,,,,B+,
17037,,,,,E,
17038,,,,,A-,
17039,,,,,B,
17040,,,,,B+,
17041,,,,,B+,
17042,,,,,C-,
17043,,,,,E,
17044,,,,,B-,
17045,,,,,B-,
17046,,,,,A+,
17047,,,,,A,
17048,,,,,A,
17049,,,,,A-,
17050,,,,,B,
17051,,,,,D+,
17052,,,,,A,
17053,,,,,A-,
17054,,,,,B,
17055,,,,,A-,
17056,,,,,A,
17057,,,,,A+,
17058,,,,,A-,
17059,,,,,A,
17060,,,,,B,
17061,,,,,A,
17062,,,,,C-,
17063,,,,,B,
17064,,,,,B,
17065,,,,,B,
17066,,,,,B,
17067,,,,,B+,
17068,,,,,B+,
17069,,,,,A-,
17070,,,,,B,
17071,,,,,B,
17072,,,,,B,
17073,,,,,B,
17074,,,,,B+,
17075,,,,,B+,
17076,,,,,A,
17077,,,,,A-,
17078,,,,,A-,
17079,,,,,C+,
17080,,,,,B,
17081,,,,,B-,
17082,,,,,B+,
17083,,,,,B,
17084,,,,,B,
17085,,,,,C+,
17086,,,,,B-,
17087,,,,,A,
17088,,,,,A+,
17089,,,,,A-,
17090,,,,,A-,
17091,,,,,C+,
17092,,,,,E,
17093,,,,,C+,
17094,,,,,A,
17095,,,,,B-,
17096,,,,,B+,
17097,,,,,B,
17098,,,,,A-,
17099,,,,,A,
17100,,,,,B+,
17101,,,,,A-,
17102,,,,,C,
17103,,,,,A-,
17104,,,,,B+,
17105,,,,,C,
17106,,,,,A,
17107,,,,,A-,
17108,,,,,D+,
17109,,,,,A,
17110,,,,,B+,
17111,,,,,A-,
17112,,,,,B-,
17113,,,,,B-,
17114,,,,,B,
17115,,,,,B,
17116,,,,,B+,
17117,,,,,B-,
17118,,,,,C,
17119,,,,,B,
17120,,,,,B+,
17121,,,,,B+,
17122,,,,,D+,
17123,,,,,A+,
17124,,,,,A+,
17125,,,,,B-,
17126,,,,,A-,
17127,,,,,C-,
17128,,,,,B+,
17129,,,,,A-,
17130,,,,,A,
17131,,,,,A-,
17132,,,,,A-,
17133,,,,,A-,
17134,,,,,A-,
17135,,,,,A-,
17136,,,,,A-,
17137,,,,,B,
17138,,,,,A+,
17139,,,,,B-,
17140,,,,,A-,
17141,,,,,A,
17142,,,,,C-,
17143,,,,,B,
17144,,,,,C-,
17145,,,,,B+,
17146,,,,,A-,
17147,,,,,C-,
17148,,,,,A,
17149,,,,,E,
17150,,,,,A+,
17151,,,,,B,
17152,,,,,A,
17153,,,,,A-,
17154,,,,,C+,
17155,,,,,B+,
17156,,,,,B-,
17157,,,,,B-,
17158,,,,,C,
17159,,,,,B+,
17160,,,,,A,
17161,,,,,A-,
17162,,,,,B-,
17163,,,,,A,
17164,,,,,C+,
17165,,,,,A+,
17166,,,,,D-,
17167,,,,,C-,
17168,,,,,B-,
17169,,,,,A-,
17170,,,,,D,
17171,,,,,A-,
17172,,,,,A-,
17173,,,,,B,
17174,,,,,E,
17175,,,,,C,
17176,,,,,B,
17177,,,,,B-,
17178,,,,,B,
17179,,,,,A,
17180,,,,,A,
17181,,,,,A,
17182,,,,,B,
17183,,,,,D-,
17184,,,,,B,
17185,,,,,B+,
17186,,,,,A,
17187,,,,,B-,
17188,,,,,B-,
17189,,,,,A,
17190,,,,,C-,
17191,,,,,A,
17192,,,,,A,
17193,,,,,A,
17194,,,,,B,
17195,,,,,A-,
17196,,,,,B+,
17197,,,,,A,
17198,,,,,C-,
17199,,,,,C+,
17200,,,,,B,
17201,,,,,B,
17202,,,,,C+,
17203,,,,,D+,
17204,,,,,E,
17205,,,,,C,
17206,,,,,A,
17207,,,,,B-,
17208,,,,,C-,
17209,,,,,A-,
17210,,,,,A,
17211,,,,,A,
17212,,,,,B+,
17213,,,,,C-,
17214,,,,,D-,
17215,,,,,D-,
17216,,,,,B+,
17217,,,,,B,
17218,,,,,B-,
17219,,,,,C+,
17220,,,,,A-,
17221,,,,,A,
17222,,,,,B+,
17223,,,,,B-,
17224,,,,,B+,
17225,,,,,B,
17226,,,,,C-,
17227,,,,,A-,
17228,,,,,A,
17229,,,,,A-,
17230,,,,,C,
17231,,,,,A-,
17232,,,,,B-,
17233,,,,,A,
17234,,,,,B,
17235,,,,,C+,
17236,,,,,B,
17237,,,,,A-,
17238,,,,,B,
17239,,,,,B+,
17240,,,,,A-,
17241,,,,,B+,
17242,,,,,A-,
17243,,,,,C,
17244,,,,,B,
17245,,,,,C-,
17246,,,,,B,
17247,,,,,A,
17248,,,,,A,
17249,,,,,A,
17250,,,,,B+,
17251,,,,,A,
17252,,,,,A-,
17253,,,,,A,
17254,,,,,A-,
17255,,,,,A-,
17256,,,,,A,
17257,,,,,B+,
17258,,,,,C-,
17259,,,,,B+,
17260,,,,,C+,
17261,,,,,A,
17262,,,,,B+,
17263,,,,,A,
17264,,,,,A+,
17265,,,,,D,
17266,,,,,C+,
